timestamp,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
1776536100000,75756.0,75756.1,75550.0,75618.3,2046.983,1776536999999,154797992.75500,39343,703.317,53177814.44270,0
1776537000000,75618.3,75638.5,75395.9,75528.7,3224.845,1776537899999,243470435.13990,60811,1342.007,101334086.95240,0
1776537900000,75528.8,75697.4,75490.0,75603.7,1935.376,1776538799999,146282733.24820,38341,1123.419,84911295.51870,0
1776538800000,75603.7,75760.8,75574.5,75705.5,1044.69,1776539699999,79050452.80210,23988,552.823,41840435.16360,0
1776539700000,75705.5,75761.1,75569.9,75647.6,519.372,1776540599999,39305040.69620,16150,241.869,18304326.34950,0
1776540600000,75647.5,75655.8,75532.3,75551.7,353.974,1776541499999,26748997.20400,13053,177.868,13440620.56770,0
1776541500000,75551.7,75643.7,75532.3,75604.2,403.434,1776542399999,30493730.20460,13368,259.135,19586273.04690,0
1776542400000,75604.2,75681.4,75558.6,75653.0,612.623,1776543299999,46325386.12970,18776,373.999,28281975.57330,0
1776543300000,75652.9,75743.6,75620.4,75667.8,488.128,1776544199999,36942453.16160,16209,309.569,23429058.92230,0
1776544200000,75667.7,75754.7,75659.9,75746.6,356.25,1776545099999,26971410.91960,11451,239.785,18153939.83750,0
1776545100000,75746.6,75799.9,75683.4,75706.1,525.125,1776545999999,39776998.89550,15098,220.127,16675963.67870,0
1776546000000,75706.1,75795.0,75660.6,75676.7,483.184,1776546899999,36594168.06240,13827,205.007,15527478.21700,0
1776546900000,75676.7,75707.8,75551.0,75700.1,503.165,1776547799999,38054329.46410,12526,268.986,20344325.78280,0
1776547800000,75700.1,75704.3,75622.2,75678.8,206.284,1776548699999,15606854.90320,7002,99.184,7503687.57650,0
1776548700000,75678.8,75773.6,75678.8,75766.5,250.699,1776549599999,18987109.50580,11591,153.279,11608287.59880,0
1776549600000,75766.4,75766.4,75563.1,75563.2,503.452,1776550499999,38074999.92550,17459,220.483,16674275.69850,0
1776550500000,75563.2,75673.0,75560.0,75669.5,318.054,1776551399999,24051278.19830,10041,188.742,14271794.83580,0
1776551400000,75669.5,75775.7,75669.5,75736.2,529.905,1776552299999,40129390.40500,14626,289.406,21915395.95970,0
1776552300000,75736.1,75836.9,75727.6,75765.5,876.978,1776553199999,66460764.50960,21588,547.267,41473197.72960,0
1776553200000,75765.5,75843.3,75758.2,75770.8,576.188,1776554099999,43677067.31910,14813,338.448,25656339.91290,0
1776554100000,75770.9,75809.9,75757.0,75770.0,244.231,1776554999999,18509048.78350,8145,122.113,9254427.58520,0
1776555000000,75770.1,75770.1,75653.4,75708.8,507.977,1776555899999,38458439.28460,14233,260.990,19757871.96070,0
1776555900000,75708.8,75726.4,75653.8,75653.8,197.413,1776556799999,14941328.36250,7142,96.782,7324726.56530,0
1776556800000,75653.8,75804.0,75640.0,75734.6,438.988,1776557699999,33243881.85130,14846,232.936,17640247.42560,0
1776557700000,75734.6,75734.7,75519.7,75570.0,1293.032,1776558599999,97731322.68070,31624,553.253,41815609.88770,0
1776558600000,75570.0,75605.3,75506.1,75536.1,605.615,1776559499999,45751817.63080,17245,262.706,19846488.72450,0
1776559500000,75536.1,75648.9,75530.7,75627.3,291.489,1776560399999,22038211.20080,12763,159.987,12095245.42640,0
1776560400000,75627.4,75757.7,75574.5,75636.1,582.212,1776561299999,44056664.11300,21673,380.955,28826684.63030,0
1776561300000,75636.0,75636.0,75500.0,75500.1,529.435,1776562199999,39999844.40330,15006,153.933,11630792.72520,0
1776562200000,75500.0,75544.0,75408.5,75512.0,1152.687,1776563099999,87008713.27370,22197,490.026,36990471.61140,0
1776563100000,75512.1,75605.9,75512.0,75577.4,427.297,1776563999999,32290915.75920,11294,321.564,24300599.12070,0
1776564000000,75577.4,75604.2,75538.0,75592.7,321.108,1776564899999,24264667.25920,11264,182.644,13802038.66740,0
1776564900000,75592.7,75650.0,75353.0,75449.8,1323.887,1776565799999,99886131.45570,29404,475.949,35921944.34140,0
1776565800000,75449.8,75692.3,75400.6,75606.9,828.769,1776566699999,62591891.60750,28160,483.862,36547479.08290,0
1776566700000,75606.9,75647.5,75450.0,75450.1,413.738,1776567599999,31261257.44790,15146,157.423,11895324.43860,0
1776567600000,75450.0,75505.9,75314.0,75496.1,1365.414,1776568499999,102944175.32110,31014,541.388,40822997.14400,0
1776568500000,75496.0,75523.1,75418.9,75485.7,465.032,1776569399999,35094655.88490,15918,226.117,17064752.23420,0
1776569400000,75485.7,75582.6,75444.2,75564.4,418.908,1776570299999,31639140.79860,14740,269.940,20388192.19320,0
1776570300000,75564.5,75607.9,75465.8,75473.0,404.902,1776571199999,30587509.88360,12918,194.556,14698404.33550,0
1776571200000,75472.9,75700.0,75471.5,75657.9,810.83,1776572099999,61313278.75040,20866,492.339,37228703.16260,0
1776572100000,75657.9,75747.3,75619.4,75640.6,875.153,1776572999999,66236013.21260,20690,542.777,41081251.40340,0
1776573000000,75640.6,75640.6,75371.6,75499.0,1169.491,1776573899999,88308819.75820,30667,550.860,41591103.79770,0
1776573900000,75499.1,75675.6,75457.9,75623.7,660.799,1776574799999,49946056.97500,21715,309.156,23368320.73170,0
1776574800000,75623.7,75650.0,75481.8,75506.9,1309.826,1776575699999,98919815.07500,15653,773.699,58420032.64920,0
1776575700000,75506.8,75509.5,75466.3,75509.5,611.591,1776576599999,46177428.04530,7964,455.639,34402884.64900,0
1776576600000,75509.5,75629.7,75509.4,75554.9,407.815,1776577499999,30821564.22500,13029,239.352,18087540.73710,0
1776577500000,75555.0,75555.0,75490.0,75505.1,273.645,1776578399999,20667760.21250,7878,115.367,8713374.89930,0
1776578400000,75505.1,75505.1,75350.0,75350.1,1253.288,1776579299999,94514297.50120,27038,526.603,39711580.57390,0
1776579300000,75350.1,75404.1,75234.2,75364.5,1444.908,1776580199999,108820252.86070,35209,622.321,46875861.19840,0
1776580200000,75364.5,75445.9,75364.4,75387.4,358.342,1776581099999,27023673.93370,13239,204.455,15418203.55510,0
1776581100000,75387.5,75390.7,75315.1,75359.7,285.786,1776581999999,21535845.07720,9209,115.427,8698341.70920,0
1776582000000,75359.6,75363.2,75168.0,75194.7,1436.024,1776582899999,108042531.44800,36006,455.617,34279260.39310,0
1776582900000,75194.8,75194.8,74824.3,74930.3,4357.197,1776583799999,326753052.88120,100314,1597.350,119782466.20430,0
1776583800000,74930.5,75188.4,74930.4,75134.5,1878.57,1776584699999,140996837.27080,44192,1214.758,91176845.67680,0
1776584700000,75134.4,75250.0,75095.8,75205.6,997.776,1776585599999,75016222.45000,25533,517.037,38874118.01120,0
1776585600000,75205.7,75240.0,75130.0,75220.6,758.164,1776586499999,57002304.01310,21651,344.518,25902510.79490,0
1776586500000,75220.6,75250.0,75090.0,75090.3,565.204,1776587399999,42492215.36290,16458,256.747,19305618.78410,0
1776587400000,75090.3,75213.7,75024.3,75186.3,649.769,1776588299999,48811074.53050,21759,363.027,27275936.65610,0
1776588300000,75186.3,75230.7,75130.0,75220.0,682.738,1776589199999,51340593.62570,19074,411.305,30928905.67200,0
1776589200000,75220.1,75232.1,75125.0,75131.2,464.417,1776590099999,34914085.80000,15690,221.875,16679704.01340,0
1776590100000,75131.3,75150.0,74901.2,75048.0,1252.585,1776590999999,93949417.34420,29365,552.446,41440856.55690,0
1776591000000,75048.0,75126.1,75001.0,75020.0,512.428,1776591899999,38464667.26260,19794,284.508,21358749.96510,0
1776591900000,75020.0,75020.1,74863.6,74974.6,839.804,1776592799999,62933922.48140,27721,376.219,28194998.73040,0
1776592800000,74974.6,75051.9,74888.0,74994.2,922.612,1776593699999,69170906.94060,27921,524.189,39303899.42210,0
