signal,entry_price,exit_price,sl_distance,result,sl_moved_to_be,entry_time,exit_time
SHORT,96257.4,96951.72130127471,0.007213173234210765,LOSS,False,2025-11-14 14:35:00,2025-11-14 15:46:00
SHORT,96050.1,96252.15195142843,0.002103610005907587,LOSS,False,2025-11-15 13:20:00,2025-11-15 13:54:00
SHORT,96153.2,96357.28929930329,0.0021225429762430936,LOSS,False,2025-11-15 13:35:00,2025-11-15 14:00:00
SHORT,96325.7,95989.51215727555,0.0023267438335040787,WIN,False,2025-11-15 13:55:00,2025-11-15 14:31:00
SHORT,96403.2,96077.1457669586,0.0022547953666918574,WIN,False,2025-11-15 14:10:00,2025-11-15 14:25:00
SHORT,96374.3,96579.027886039,0.00212429959064816,LOSS,False,2025-11-16 09:50:00,2025-11-16 09:59:00
SHORT,90696.3,91037.24077349447,0.0037591475450980587,LOSS,False,2025-11-18 08:00:00,2025-11-18 08:17:00
SHORT,91055.4,91408.52994874904,0.0038781878806643066,LOSS,False,2025-11-18 08:15:00,2025-11-18 08:40:00
SHORT,91744.0,92090.57220935608,0.003777600817013431,LOSS,False,2025-11-18 14:25:00,2025-11-18 14:33:00
SHORT,92358.6,92961.65328360889,0.006529476232953769,LOSS,False,2025-11-18 15:15:00,2025-11-18 15:27:00
SHORT,91646.1,91289.66639059482,0.002592826167945274,WIN,False,2025-11-19 11:15:00,2025-11-19 11:55:00
SHORT,92174.2,91555.96416412388,0.004471503131216835,WIN,True,2025-11-19 15:05:00,2025-11-19 15:22:00
SHORT,89359.5,89749.84050958868,0.0043682038237534415,LOSS,False,2025-11-19 20:25:00,2025-11-19 21:05:00
SHORT,89525.4,89924.41634415108,0.004457018278065105,LOSS,False,2025-11-19 20:50:00,2025-11-19 21:20:00
LONG,91950.0,91725.78261237357,0.0024384707735338133,LOSS,False,2025-11-20 09:00:00,2025-11-20 09:29:00
SHORT,84727.7,84727.7,0.00823530222469243,BE,True,2025-11-21 14:30:00,2025-11-21 14:34:00
SHORT,85367.2,85367.2,0.009426374527921264,BE,True,2025-11-21 14:50:00,2025-11-21 14:54:00
SHORT,84357.9,85204.754713499,0.01003883114087724,LOSS,False,2025-11-21 16:50:00,2025-11-21 17:07:00
SHORT,85340.1,84073.70056183092,0.009892961129793928,WIN,True,2025-11-21 17:05:00,2025-11-21 18:05:00
SHORT,84195.9,83743.47290407312,0.0035823367165296062,WIN,True,2025-11-22 11:25:00,2025-11-22 12:09:00
SHORT,84411.2,84696.92723128268,0.0033849445486225736,LOSS,False,2025-11-22 14:10:00,2025-11-22 14:16:00
SHORT,84528.0,84059.18539880025,0.0036975093160431815,WIN,True,2025-11-22 14:25:00,2025-11-22 15:40:00
SHORT,84550.0,84810.19100230769,0.0030773625346857216,LOSS,False,2025-11-22 16:10:00,2025-11-22 16:45:00
SHORT,84800.0,84414.77518514267,0.0030284969721487724,WIN,False,2025-11-22 16:40:00,2025-11-22 17:13:00
LONG,85856.6,86166.66346889576,0.002407607327378843,WIN,False,2025-11-23 11:00:00,2025-11-23 11:34:00
LONG,86668.9,87120.94191584608,0.0034771559028754593,WIN,True,2025-11-23 17:05:00,2025-11-23 18:21:00
SHORT,86366.5,85938.59532641659,0.003303014275082789,WIN,False,2025-11-24 11:40:00,2025-11-24 12:11:00
LONG,87195.5,86895.16402099295,0.0034443976926223506,LOSS,False,2025-11-25 18:55:00,2025-11-25 19:04:00
LONG,87473.6,87299.72693665334,0.001987720447617007,LOSS,False,2025-11-26 08:30:00,2025-11-26 09:06:00
LONG,87418.3,87254.32233802987,0.0018757818668416423,LOSS,False,2025-11-26 08:50:00,2025-11-26 09:16:00
SHORT,86911.7,87129.08915239498,0.002501264529344156,LOSS,False,2025-11-26 13:35:00,2025-11-26 14:12:00
SHORT,86937.0,87152.43861800723,0.002478100440631984,LOSS,False,2025-11-26 13:50:00,2025-11-26 14:12:00
LONG,91237.6,91077.89653463822,0.0017504128271873711,LOSS,False,2025-11-27 12:25:00,2025-11-27 12:42:00
LONG,91072.3,90910.88478010209,0.0017723854552691158,LOSS,False,2025-11-27 12:40:00,2025-11-27 13:05:00
LONG,91322.7,91098.19914232136,0.0024583247941491054,LOSS,False,2025-11-28 11:10:00,2025-11-28 11:15:00
LONG,91839.4,91483.43157385322,0.003875988150475412,LOSS,False,2025-11-28 16:10:00,2025-11-28 16:22:00
LONG,91140.8,90729.92218212665,0.0045081655841658595,LOSS,False,2025-11-28 16:25:00,2025-11-28 17:16:00
SHORT,90658.0,90439.33079414378,0.0016080155151316513,WIN,False,2025-11-29 08:20:00,2025-11-29 10:18:00
SHORT,90624.1,90729.96368925885,0.0011681626549541765,LOSS,False,2025-11-29 11:50:00,2025-11-29 12:07:00
LONG,91091.0,90962.04681449338,0.0014156523202798338,LOSS,False,2025-11-30 11:40:00,2025-11-30 11:53:00
LONG,91000.9,91201.85569345373,0.0014721883223406198,WIN,False,2025-11-30 11:55:00,2025-11-30 12:13:00
LONG,91263.1,91532.76025274623,0.0019698377748598246,WIN,False,2025-11-30 14:35:00,2025-11-30 15:24:00
LONG,91304.4,91141.84783838305,0.0017803321813289602,LOSS,False,2025-11-30 17:30:00,2025-11-30 18:09:00
LONG,91174.2,91426.65602298363,0.0018459609771451458,WIN,False,2025-11-30 18:05:00,2025-11-30 18:54:00
LONG,91173.7,91043.87696487253,0.0014239088150142533,LOSS,False,2025-11-30 20:30:00,2025-11-30 21:12:00
SHORT,86748.9,86408.50180312013,0.002615965519484934,WIN,False,2025-12-01 08:40:00,2025-12-01 11:18:00
SHORT,86345.0,85745.54178949466,0.0046283954716956266,WIN,True,2025-12-01 14:35:00,2025-12-01 15:04:00
SHORT,85425.7,85819.99946664834,0.004615700739336699,LOSS,False,2025-12-01 20:00:00,2025-12-01 21:08:00
SHORT,85537.2,85943.43038565104,0.004749166276789896,LOSS,False,2025-12-01 20:15:00,2025-12-01 21:21:00
SHORT,87022.4,87223.51410840788,0.0023110613865843055,LOSS,False,2025-12-02 10:40:00,2025-12-02 10:48:00
SHORT,87241.8,87491.13861012104,0.002858017717665666,LOSS,False,2025-12-02 10:55:00,2025-12-02 11:55:00
SHORT,87386.7,87654.79079425741,0.003067867241324006,LOSS,False,2025-12-02 11:25:00,2025-12-02 13:52:00
LONG,92683.9,93060.72611050073,0.002710475141858507,WIN,False,2025-12-03 08:50:00,2025-12-03 09:52:00
LONG,92700.6,93051.78218807047,0.00252556573219215,WIN,False,2025-12-03 11:10:00,2025-12-03 12:04:00
LONG,92682.3,93026.57053964365,0.0024763486997599884,WIN,False,2025-12-03 12:25:00,2025-12-03 13:05:00
LONG,91702.9,92242.57700608228,0.003923372878300798,WIN,True,2025-12-03 14:00:00,2025-12-03 14:01:00
LONG,93111.2,92933.05246578179,0.0019132771805992345,LOSS,False,2025-12-04 11:20:00,2025-12-04 11:31:00
LONG,92808.0,93121.88168695924,0.002254702805499708,WIN,False,2025-12-04 11:35:00,2025-12-04 12:41:00
LONG,92533.1,92902.2831879398,0.002659827945818203,WIN,False,2025-12-04 13:00:00,2025-12-04 13:01:00
LONG,92439.4,92158.34604084947,0.0030404130614275714,LOSS,False,2025-12-04 13:45:00,2025-12-04 14:51:00
SHORT,89599.9,88839.88406803957,0.0056548867573916,WIN,True,2025-12-05 18:05:00,2025-12-05 18:52:00
SHORT,89600.9,89747.07775002907,0.001631431715854196,LOSS,False,2025-12-06 09:25:00,2025-12-06 14:15:00
SHORT,89626.5,89766.23642150615,0.0015590971588331378,LOSS,False,2025-12-06 09:45:00,2025-12-06 14:15:00
SHORT,89634.3,89740.44580112147,0.0011842096286963804,LOSS,False,2025-12-06 11:40:00,2025-12-06 13:44:00
SHORT,89736.0,89604.49848109098,0.0009769510483271032,WIN,False,2025-12-06 13:40:00,2025-12-06 13:54:00
SHORT,90023.1,90168.10849104299,0.0016107920194147233,LOSS,False,2025-12-06 14:15:00,2025-12-06 14:18:00
SHORT,89478.3,89290.11602307379,0.0014020827912183617,WIN,False,2025-12-07 12:45:00,2025-12-07 13:10:00
LONG,91867.8,91709.13516759397,0.0017270995104491512,LOSS,False,2025-12-08 11:30:00,2025-12-08 12:34:00
LONG,91792.7,91637.5738989971,0.0016899611952028836,LOSS,False,2025-12-08 12:00:00,2025-12-08 12:40:00
LONG,91708.3,91950.77488260347,0.0017626531266596596,WIN,False,2025-12-08 12:30:00,2025-12-08 13:10:00
LONG,91424.0,91174.41798934362,0.002729939738541106,LOSS,False,2025-12-08 13:55:00,2025-12-08 14:25:00
LONG,91231.2,91589.9714804452,0.0026217016433354723,WIN,False,2025-12-08 14:20:00,2025-12-08 14:33:00
LONG,90973.7,91515.17046921942,0.0039679634093474385,WIN,True,2025-12-08 14:35:00,2025-12-08 14:46:00
SHORT,90304.3,89733.72559243951,0.004212235058282481,WIN,True,2025-12-08 18:05:00,2025-12-08 18:58:00
SHORT,90409.4,89888.08179722652,0.0038441297975171326,WIN,True,2025-12-08 18:20:00,2025-12-08 18:56:00
SHORT,90401.5,90558.57419368127,0.001737517559789037,LOSS,False,2025-12-09 12:00:00,2025-12-09 12:20:00
LONG,93288.8,92953.94427403777,0.0035894526026944416,LOSS,False,2025-12-09 20:15:00,2025-12-09 20:23:00
LONG,92804.2,92415.34209914757,0.004190089466343345,LOSS,False,2025-12-09 20:30:00,2025-12-09 21:47:00
LONG,92420.8,92635.25264428406,0.001546929149311655,WIN,False,2025-12-10 09:20:00,2025-12-10 09:46:00
LONG,92291.9,92053.69732428285,0.0025809705479802403,LOSS,False,2025-12-10 10:30:00,2025-12-10 11:40:00
LONG,91804.8,92122.71205352241,0.002308608798395502,WIN,False,2025-12-10 12:35:00,2025-12-10 13:20:00
LONG,91819.9,91608.47261826422,0.00230263136570374,LOSS,False,2025-12-10 14:35:00,2025-12-10 14:51:00
LONG,91780.0,91535.76991338428,0.0026610382067521372,LOSS,False,2025-12-10 14:50:00,2025-12-10 15:37:00
LONG,92006.0,92407.94543480886,0.0029124581354032374,WIN,False,2025-12-10 18:20:00,2025-12-10 18:32:00
SHORT,90363.8,90110.51475406274,0.001868633574781538,WIN,False,2025-12-11 09:15:00,2025-12-11 12:10:00
SHORT,90554.5,89917.16111321904,0.004692120117579008,WIN,True,2025-12-11 15:20:00,2025-12-11 15:38:00
SHORT,90287.9,90617.50512332747,0.00365060128020997,LOSS,False,2025-12-11 18:10:00,2025-12-11 18:42:00
SHORT,90530.0,90842.29226857788,0.003449599785461984,LOSS,False,2025-12-11 18:35:00,2025-12-11 18:42:00
LONG,92225.5,92080.09121524049,0.0015766657243333128,LOSS,False,2025-12-12 08:20:00,2025-12-12 08:46:00
LONG,92187.9,92403.7580631104,0.0015610006888857927,WIN,False,2025-12-12 08:35:00,2025-12-12 09:50:00
LONG,92236.3,92096.5948423602,0.0015146439920053784,LOSS,False,2025-12-12 11:15:00,2025-12-12 12:37:00
LONG,92149.6,92328.1511182625,0.001291748188181677,WIN,False,2025-12-12 12:25:00,2025-12-12 12:51:00
LONG,92061.9,92235.48376706366,0.001257007636989702,WIN,False,2025-12-12 12:40:00,2025-12-12 12:50:00
LONG,91747.3,91425.88922006685,0.0035032178596334797,LOSS,False,2025-12-12 15:15:00,2025-12-12 15:25:00
SHORT,90463.2,90363.99968270834,0.0007310546704196191,WIN,False,2025-12-13 08:25:00,2025-12-13 08:43:00
SHORT,90564.8,90447.68175045586,0.000862132230507115,WIN,False,2025-12-13 10:35:00,2025-12-13 11:21:00
SHORT,90143.9,90015.26959942006,0.0009512967642471476,WIN,False,2025-12-13 18:10:00,2025-12-13 20:58:00
SHORT,90198.3,90109.32011975555,0.0006576611772391679,WIN,False,2025-12-14 08:05:00,2025-12-14 08:46:00
SHORT,90227.5,90130.47087394421,0.0007169220474599075,WIN,False,2025-12-14 08:20:00,2025-12-14 08:42:00
SHORT,89216.0,88911.05944449815,0.002278668665574514,WIN,False,2025-12-14 16:20:00,2025-12-14 16:34:00
SHORT,86413.7,86568.64144937905,0.0017930195024523344,LOSS,False,2025-12-16 10:10:00,2025-12-16 10:39:00
SHORT,86716.9,86439.0825771136,0.0021358191454906197,WIN,False,2025-12-16 10:35:00,2025-12-16 10:36:00
SHORT,87000.1,87260.39831221609,0.0029919311841720415,LOSS,False,2025-12-16 10:50:00,2025-12-16 11:33:00
SHORT,87585.7,88096.35473860876,0.005830343750278381,LOSS,False,2025-12-16 15:45:00,2025-12-16 15:56:00
SHORT,86640.1,86837.75600076809,0.002281345482843112,LOSS,False,2025-12-17 10:10:00,2025-12-17 11:15:00
SHORT,86877.2,87060.07192427135,0.0021049472620129988,LOSS,False,2025-12-17 11:35:00,2025-12-17 11:51:00
SHORT,86923.5,87107.22978047527,0.0021136951511993986,LOSS,False,2025-12-17 11:50:00,2025-12-17 12:03:00
LONG,87575.3,87101.67548556499,0.005408197453334493,LOSS,False,2025-12-18 17:00:00,2025-12-18 17:06:00
LONG,87945.0,88278.91635726589,0.0025312514053547923,WIN,False,2025-12-19 12:05:00,2025-12-19 14:16:00
LONG,87730.9,88153.05243586449,0.0032079342311887617,WIN,True,2025-12-19 14:30:00,2025-12-19 14:44:00
LONG,87592.8,87125.07658395216,0.005339747285711232,LOSS,False,2025-12-19 17:25:00,2025-12-19 17:33:00
LONG,88190.0,88124.7129549652,0.0007402998643246875,LOSS,False,2025-12-20 09:55:00,2025-12-20 10:24:00
LONG,88100.0,88209.88115413809,0.000831488113038793,WIN,False,2025-12-20 10:20:00,2025-12-20 11:23:00
LONG,87995.2,87901.51969990408,0.0010646069341954934,LOSS,False,2025-12-20 13:15:00,2025-12-20 13:21:00
LONG,87987.6,88176.70110715654,0.0014327860377032569,WIN,False,2025-12-20 15:15:00,2025-12-20 15:16:00
LONG,88535.3,88388.4052137166,0.0016591663018412064,LOSS,False,2025-12-21 12:40:00,2025-12-21 13:04:00
LONG,88305.9,88591.45481535194,0.002155800200227804,WIN,False,2025-12-21 13:00:00,2025-12-21 13:01:00
LONG,88246.3,88044.66653806409,0.002284894232799713,LOSS,False,2025-12-21 13:15:00,2025-12-21 13:30:00
LONG,88192.2,88080.3412959569,0.0012683514419994813,LOSS,False,2025-12-21 20:50:00,2025-12-21 21:51:00
LONG,89613.4,90082.17822699939,0.0034874116817306014,WIN,False,2025-12-22 14:35:00,2025-12-22 14:47:00
LONG,89262.1,90001.05171103773,0.005518965765147104,WIN,True,2025-12-22 15:35:00,2025-12-22 16:20:00
LONG,89150.0,88781.4136101618,0.004134451933126072,LOSS,False,2025-12-22 17:05:00,2025-12-22 19:04:00
LONG,89104.8,88846.0343272015,0.002904059857588989,LOSS,False,2025-12-22 18:55:00,2025-12-22 19:02:00
SHORT,87843.5,87650.50728377613,0.001464670815893245,WIN,False,2025-12-23 11:15:00,2025-12-23 11:16:00
SHORT,88047.7,87426.37106502867,0.004704487340167723,WIN,True,2025-12-23 16:00:00,2025-12-23 16:01:00
SHORT,88129.0,87701.898489672,0.0032308813241799872,WIN,False,2025-12-23 20:45:00,2025-12-23 20:58:00
SHORT,87027.8,87162.90231786892,0.0015524041498109252,LOSS,False,2025-12-24 10:10:00,2025-12-24 11:04:00
SHORT,87455.2,87795.08255690252,0.003886361896176943,LOSS,False,2025-12-24 16:30:00,2025-12-24 22:09:00
SHORT,87547.2,87667.51733405479,0.0013743139021555075,LOSS,False,2025-12-24 20:00:00,2025-12-24 21:27:00
LONG,87986.6,87892.55489622032,0.0010688571189214338,LOSS,False,2025-12-25 20:20:00,2025-12-25 20:26:00
LONG,87785.9,87652.87168622304,0.0015153722155489937,LOSS,False,2025-12-25 20:35:00,2025-12-25 22:44:00
LONG,88571.9,88758.37575895198,0.0014035735107257835,WIN,False,2025-12-26 11:25:00,2025-12-26 13:11:00
LONG,88568.9,88749.13575707635,0.0013566519555310342,WIN,False,2025-12-26 11:40:00,2025-12-26 13:10:00
LONG,88507.5,88682.47136781951,0.0013179400451525565,WIN,False,2025-12-26 11:55:00,2025-12-26 12:12:00
LONG,88523.9,88782.59104026502,0.001948182281960324,WIN,False,2025-12-26 14:35:00,2025-12-26 14:36:00
SHORT,87427.9,87584.10742332571,0.0017866999358981846,LOSS,False,2025-12-26 19:40:00,2025-12-26 20:26:00
SHORT,87453.7,87607.08992676625,0.001753955827669405,LOSS,False,2025-12-26 19:55:00,2025-12-26 20:39:00
SHORT,87559.7,87712.4700184053,0.0017447526476828984,LOSS,False,2025-12-26 20:20:00,2025-12-26 20:45:00
SHORT,87600.0,87742.94800671884,0.0016318265607173112,LOSS,False,2025-12-26 20:35:00,2025-12-26 20:47:00
SHORT,87634.8,87412.74559725149,0.0016892406726438495,WIN,False,2025-12-26 20:50:00,2025-12-26 21:59:00
SHORT,87500.7,87415.3564028805,0.0006502317285804561,WIN,False,2025-12-27 14:55:00,2025-12-27 16:28:00
SHORT,87530.5,87444.46389549821,0.0006552847636103613,WIN,False,2025-12-27 15:30:00,2025-12-27 16:20:00
LONG,87797.7,87721.55008512545,0.0008673338239446215,LOSS,False,2025-12-28 15:55:00,2025-12-28 16:25:00
LONG,87737.0,87858.12453826022,0.0009203607619759959,WIN,False,2025-12-28 16:20:00,2025-12-28 17:11:00
LONG,87730.1,87672.70149638646,0.0006542623753254701,LOSS,False,2025-12-28 17:55:00,2025-12-28 18:02:00
LONG,89283.7,89110.84695697374,0.001935997758003521,LOSS,False,2025-12-29 09:25:00,2025-12-29 09:31:00
SHORT,87814.1,87478.44350345928,0.002548235393790105,WIN,False,2025-12-29 17:55:00,2025-12-29 18:42:00
LONG,88199.9,87901.98274198294,0.003377750519184849,LOSS,False,2025-12-30 17:45:00,2025-12-30 20:53:00
LONG,88173.3,87955.98985245214,0.0024645799527505054,LOSS,False,2025-12-30 18:50:00,2025-12-30 19:06:00
LONG,87967.1,88305.98011707142,0.0025682337833986715,WIN,False,2025-12-30 19:05:00,2025-12-30 19:29:00
LONG,88407.9,88545.63288155703,0.001038616696449407,WIN,False,2025-12-31 08:35:00,2025-12-31 09:04:00
LONG,88396.7,88537.50023352071,0.0010618815221285324,WIN,False,2025-12-31 08:50:00,2025-12-31 09:04:00
LONG,88702.5,88878.8210088951,0.0013251863167711893,WIN,False,2025-12-31 12:50:00,2025-12-31 13:51:00
LONG,88595.9,88423.09788391799,0.0019504527419666794,LOSS,False,2025-12-31 14:35:00,2025-12-31 14:45:00
LONG,88411.8,88196.81933344308,0.002431583414848606,LOSS,False,2025-12-31 14:50:00,2025-12-31 15:11:00
SHORT,87822.7,87887.07240750529,0.0007329814217201476,LOSS,False,2026-01-01 09:10:00,2026-01-01 09:18:00
LONG,89105.5,88947.55220251413,0.0017725931338230733,LOSS,False,2026-01-02 14:10:00,2026-01-02 14:18:00
LONG,88862.4,88663.91945660478,0.0022335717175679622,LOSS,False,2026-01-02 14:25:00,2026-01-02 14:32:00
LONG,89807.6,90351.82969671645,0.004039967639831823,WIN,True,2026-01-02 18:45:00,2026-01-02 22:48:00
LONG,89657.1,90202.1955151917,0.004053187200208349,WIN,True,2026-01-02 19:00:00,2026-01-02 22:05:00
LONG,89622.4,89991.29917294148,0.0027440994880854126,WIN,True,2026-01-02 20:50:00,2026-01-02 21:52:00
LONG,91313.5,91182.60527068793,0.0014334652522582092,LOSS,False,2026-01-04 11:10:00,2026-01-04 11:53:00
LONG,91199.1,91082.04349524181,0.0012835269729436667,LOSS,False,2026-01-04 11:50:00,2026-01-04 12:42:00
LONG,91058.5,91236.38880804065,0.0013023774682623713,WIN,False,2026-01-04 12:40:00,2026-01-04 13:55:00
LONG,91200.0,91112.43049700635,0.0009601919187900147,LOSS,False,2026-01-04 18:10:00,2026-01-04 18:22:00
LONG,91134.9,91045.69693947629,0.0009788024184335933,LOSS,False,2026-01-04 18:25:00,2026-01-04 18:36:00
LONG,91059.3,90942.95068277806,0.001277731294024352,LOSS,False,2026-01-04 19:00:00,2026-01-04 19:07:00
LONG,92324.3,92528.19957083423,0.0014723431125156362,WIN,False,2026-01-05 09:00:00,2026-01-05 09:18:00
LONG,92811.9,92647.6555421115,0.0017696486968641358,LOSS,False,2026-01-05 12:35:00,2026-01-05 13:36:00
LONG,92741.7,92979.56598431905,0.001709881562224698,WIN,False,2026-01-05 12:50:00,2026-01-05 13:07:00
LONG,92672.1,92514.2683148904,0.0017031197643045282,LOSS,False,2026-01-05 13:30:00,2026-01-05 13:42:00
LONG,92555.7,92801.89321912489,0.00177329773044695,WIN,False,2026-01-05 13:45:00,2026-01-05 14:04:00
LONG,93390.3,93842.70021166271,0.003229458959961294,WIN,False,2026-01-05 17:20:00,2026-01-05 17:41:00
LONG,93184.1,93405.2154834461,0.0015819256965231968,WIN,False,2026-01-06 08:45:00,2026-01-06 09:05:00
LONG,93635.1,93819.68245653118,0.001314197037444044,WIN,False,2026-01-06 13:35:00,2026-01-06 14:06:00
LONG,93437.0,93036.45105822523,0.004286834356569432,LOSS,False,2026-01-06 15:40:00,2026-01-06 16:25:00
LONG,93173.4,92817.60677873588,0.003818613695154623,LOSS,False,2026-01-06 16:20:00,2026-01-06 16:29:00
SHORT,92395.0,92658.23582799984,0.0028490267655159303,LOSS,False,2026-01-06 20:10:00,2026-01-06 20:43:00
SHORT,92596.9,92829.94949460334,0.002516817459367864,LOSS,False,2026-01-06 20:35:00,2026-01-06 21:13:00
SHORT,92137.9,91921.09450813205,0.0015687029396006236,WIN,False,2026-01-07 11:30:00,2026-01-07 12:41:00
SHORT,91613.4,91179.28736056447,0.003159018509195629,WIN,False,2026-01-07 17:30:00,2026-01-07 17:52:00
SHORT,90363.6,90048.02935173105,0.0023281546129115876,WIN,False,2026-01-08 10:50:00,2026-01-08 11:20:00
SHORT,90353.6,90742.1438057547,0.004300258160767179,LOSS,False,2026-01-08 15:15:00,2026-01-08 15:59:00
SHORT,91000.3,91361.58472239776,0.003970148696188482,LOSS,False,2026-01-08 17:00:00,2026-01-08 17:54:00
SHORT,90589.5,90730.97450419792,0.0015617097367566794,LOSS,False,2026-01-09 13:10:00,2026-01-09 13:30:00
SHORT,90605.8,90292.55034044161,0.002304853622751099,WIN,False,2026-01-09 13:30:00,2026-01-09 14:08:00
SHORT,90869.8,91258.54125471489,0.004278002754654205,LOSS,False,2026-01-09 15:20:00,2026-01-09 15:28:00
SHORT,90678.6,90593.81854595109,0.0006233110057494524,WIN,False,2026-01-10 08:00:00,2026-01-10 08:09:00
LONG,90783.9,90685.63013746332,0.0010824591423884283,LOSS,False,2026-01-11 18:35:00,2026-01-11 19:47:00
LONG,91308.1,91575.40974873285,0.0019517052611457495,WIN,False,2026-01-12 08:00:00,2026-01-12 08:13:00
LONG,91100.1,90901.94646265973,0.0021751187686981015,LOSS,False,2026-01-12 08:30:00,2026-01-12 08:36:00
SHORT,90806.2,90602.43586901078,0.0014959634253257983,WIN,False,2026-01-12 12:20:00,2026-01-12 13:07:00
LONG,91500.2,91286.66166469768,0.0023337471972991668,LOSS,False,2026-01-12 20:30:00,2026-01-12 21:02:00
LONG,91464.9,91265.15226943907,0.002183873054701054,LOSS,False,2026-01-12 20:45:00,2026-01-12 21:02:00
LONG,92015.9,92290.06753638836,0.001986377980242976,WIN,False,2026-01-13 10:40:00,2026-01-13 13:30:00
LONG,91931.8,92163.07388678037,0.001677141002209328,WIN,False,2026-01-13 12:00:00,2026-01-13 13:30:00
LONG,94918.6,95182.01763551985,0.0018501300800182448,WIN,False,2026-01-14 08:40:00,2026-01-14 10:16:00
LONG,94866.3,95100.8292803342,0.0016481390499696578,WIN,False,2026-01-14 08:55:00,2026-01-14 09:20:00
LONG,94799.9,95047.16779015303,0.0017388751827307073,WIN,False,2026-01-14 11:15:00,2026-01-14 12:23:00
LONG,94764.2,94995.14143044254,0.0016246742295968036,WIN,False,2026-01-14 11:50:00,2026-01-14 12:15:00
LONG,96346.7,96994.57016108333,0.004482908503583574,WIN,True,2026-01-14 18:35:00,2026-01-14 19:16:00
LONG,96571.9,96787.59261144629,0.0014889949798805354,WIN,False,2026-01-15 11:45:00,2026-01-15 12:52:00
LONG,96485.9,96850.43471219667,0.0025187425464700546,WIN,False,2026-01-15 14:30:00,2026-01-15 14:31:00
LONG,95982.1,95652.39038199803,0.0034351156934675255,LOSS,False,2026-01-15 14:45:00,2026-01-15 14:46:00
LONG,96206.7,95857.55461399112,0.0036291171613711134,LOSS,False,2026-01-15 18:10:00,2026-01-15 18:40:00
LONG,96143.1,95824.11225835951,0.0033178433152300313,LOSS,False,2026-01-15 18:25:00,2026-01-15 18:40:00
SHORT,95504.0,95352.19002885274,0.0010597110846824094,WIN,False,2026-01-16 12:20:00,2026-01-16 12:50:00
SHORT,95105.4,94723.15334071213,0.0026794599065027374,WIN,False,2026-01-16 18:05:00,2026-01-16 20:07:00
SHORT,95165.4,94813.9375862682,0.002462116229440466,WIN,False,2026-01-16 18:25:00,2026-01-16 19:29:00
SHORT,95200.5,95374.75549135264,0.001830405211659988,LOSS,False,2026-01-16 20:40:00,2026-01-16 20:55:00
SHORT,95246.1,95307.72330371576,0.0006469903094798618,LOSS,False,2026-01-17 11:30:00,2026-01-17 12:14:00
SHORT,95283.9,95336.94610031633,0.0005567163006167231,LOSS,False,2026-01-17 11:55:00,2026-01-17 12:16:00
SHORT,95307.8,95360.63250087282,0.0005543355409820247,LOSS,False,2026-01-17 12:10:00,2026-01-17 12:16:00
SHORT,95153.6,95204.67904408499,0.0005368062173682495,LOSS,False,2026-01-18 08:50:00,2026-01-18 09:33:00
SHORT,95153.6,95201.73689030901,0.0005058861704550163,LOSS,False,2026-01-18 09:10:00,2026-01-18 09:33:00
SHORT,95193.8,95247.7768995761,0.0005670211670939263,LOSS,False,2026-01-18 09:30:00,2026-01-18 09:48:00
SHORT,95239.0,95157.18883106667,0.0005726727421422537,WIN,False,2026-01-18 09:45:00,2026-01-18 10:03:00
SHORT,95196.6,95271.2831799727,0.000784515202987339,LOSS,False,2026-01-18 14:10:00,2026-01-18 14:15:00
SHORT,95122.2,95209.77105686568,0.0009206163951808825,LOSS,False,2026-01-18 16:05:00,2026-01-18 17:20:00
LONG,95258.4,95399.21464414003,0.0009854924020000558,WIN,False,2026-01-18 20:05:00,2026-01-18 20:29:00
SHORT,92864.2,93000.39641097648,0.0014666191166938936,LOSS,False,2026-01-19 08:15:00,2026-01-19 08:20:00
SHORT,93185.9,92895.29494315738,0.002079034538076494,WIN,False,2026-01-19 08:45:00,2026-01-19 09:19:00
SHORT,93217.3,93021.30022708427,0.0014017410424583688,WIN,False,2026-01-19 11:35:00,2026-01-19 12:03:00
SHORT,93083.6,93238.61272607032,0.0016653065209157034,LOSS,False,2026-01-19 16:00:00,2026-01-19 16:54:00
SHORT,93128.5,93276.1551101305,0.0015854986403785814,LOSS,False,2026-01-19 16:25:00,2026-01-19 16:54:00
SHORT,93323.3,93089.85292459332,0.0016676583833239373,WIN,False,2026-01-19 16:50:00,2026-01-19 18:04:00
SHORT,93179.0,93284.5906683073,0.001133202420151526,LOSS,False,2026-01-19 20:20:00,2026-01-19 21:06:00
SHORT,91173.9,91356.31212732312,0.0020007055453711855,LOSS,False,2026-01-20 10:15:00,2026-01-20 11:06:00
SHORT,91325.9,91102.05742644751,0.0016340203859838548,WIN,False,2026-01-20 11:00:00,2026-01-20 12:19:00
SHORT,91327.6,91114.43026272055,0.0015560811647990372,WIN,False,2026-01-20 11:15:00,2026-01-20 12:18:00
SHORT,89527.5,89894.00598044753,0.004093781022004786,LOSS,False,2026-01-21 14:10:00,2026-01-21 14:30:00
SHORT,89551.8,89943.34755431605,0.004372302447477852,LOSS,False,2026-01-21 14:25:00,2026-01-21 14:30:00
SHORT,89968.8,90101.3755511471,0.0014735725178849442,LOSS,False,2026-01-22 09:05:00,2026-01-22 11:11:00
SHORT,90056.7,89860.58335117063,0.0014518012824466346,WIN,False,2026-01-22 09:35:00,2026-01-22 12:02:00
